Short description,Description,Caller,Assignment group,New_Assignment_Groups,Text_length,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
erp transaktion pr05 funktioniert nicht,erp transaktion pr funktioniert nicht hallo die erp transaktion pr zeigt folgende fehlermeldung mit freundlichen gr en ida financial quality technician email gesch ftsf hrer managing director,xfznctqa xstndbwa,GRP_10,GRP_10,353,1.0,0.6863999962806702,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['die', 'financial', 'email', 'hrer']"
erp SID_34 account password is locked,erp sid account password lock hi users sonhygg erp sid account password lock unlock help,fwkxbley stndeick,GRP_0,GRP_0,118,0.0,0.9487000107765198,"user, issue, tool, unable, access, error, need, work, help, system","['password', 'help']"
security incidents - ( #in33826812 ) : possible malware phone home request - rgtw7402550,security incident possible malware phone home request rgtw source ip system name rgtw user name workstation server location usa nvyjtmca xjhpznds traversecitymi sms status field sale user yes dsw event log incident overview ctoc receive least occurrence vid malware defender fakeav phone home alert isensor device isensor company com traffic block source port tcp rgtw destine port tcp wilmington usa occur outbound http traffic infected device contain follow method data protocol tcp http method post http version http domain tp doubleverify com url path event jpg user agent mozilla windows nt applewebkit khtml like gecko chrome safari content length escalate incident via high priority ticket phone call per default event handling procedure would like -PRON- handle incident differently future see handling option question concern please let -PRON- know either correspond -PRON- via ticket delegate ticket back ctoc call us ticket escalation relate event medium priority ticket mail notification autoresolve event portal explicit notification event available reporting purpose portal sincerely ctoc event datum related event event show due space constraint,gzhapcld fdigznbk,GRP_2,GRP_2,1837,2.0,0.8476999998092651,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['possible', 'malware', 'phone', 'home', 'request', 'rgtw', 'source_ip', 'system', 'name', 'rgtw', 'user', 'name', 'nvyjtmca', 'xjhpznd', 'field', 'sale', 'user', 'event', 'ctoc', 'receive', 'alert', 'isensor', 'device', 'isensor', 'company', 'com', 'source', 'port', 'occur', 'outbound', 'http', 'traffic', 'infected', 'device', 'contain', 'follow', 'method', 'datum', 'protocol_tcp', 'post', 'http', 'version', 'http', 'domain', 'doubleverify', 'com', 'event', 'agent_mozilla', 'content', 'length', 'high_priority', 'ticket', 'phone', 'call', 'event', 'pron', 'handle_incident', 'see', 'let', 'pron', 'correspond', 'pron', 'ticket', 'delegate', 'ticket', 'back', 'ctoc', 'call', 'ticket', 'escalation', 'relate', 'event', 'medium_priority', 'ticket', 'mail', 'notification', 'autoresolve', 'event', 'portal_explicit', 'notification', 'event', 'sincerely', 'ctoc', 'event', 'event', 'event', 'show', 'due', 'space', 'constraint']"
wifi guest account,wifi guest account hello help team meeting schedule rth pls arrange wifi guest account two external trainer day name utthku tehrsytu email uwe tryhutehdtui email,scjxobhd ldypjkmf,GRP_0,GRP_0,416,0.0,0.9855999946594238,"user, issue, tool, unable, access, error, need, work, help, system","['help', 'team', 'meeting', 'schedule', 'external', 'trainer', 'day', 'name']"
unlock exchange active sync for ios for vmthcrkf iceyusnd (pipfhypeu) : company device.,unlock exchange active sync ios pipfhypeu company device hello team possible exchange active sync ios unlocked advance prior get normal email shall forward receive iphone today would good use immediately good,xvwchsdg pladjmxt,GRP_0,GRP_0,313,0.0,0.8052999973297119,"user, issue, tool, unable, access, error, need, work, help, system","['active', 'device', 'team', 'possible', 'exchange', 'active', 'sync', 'unlocked', 'advance', 'prior', 'get', 'normal', 'email', 'shall', 'forward', 'receive', 'iphone', 'today', 'would', 'good', 'use', 'immediately', 'good']"
printer problem / issue information,printer problem issue information bei mp funktioniert das fax nicht mehr,gasbfqvp fmvqgjih,GRP_33,GRP_33,41,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['printer', 'problem', 'issue', 'information']"
ordner mbs,ordner mbs hallo helpteam -PRON- departmentlaufwerk von germany steel ist -PRON- ordner ehs der unterordner mbs verschwunden bitte wieder herstellen vielen dank viele gr well,pnroqajb psbyfhkg,GRP_0,GRP_0,226,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
outlook search not working.,outlook search work well issue search tool outlook whenever connected net work work offline nt wrk,ftgvlneh aitsgqwo,GRP_26,GRP_26,142,0.0,0.9894000291824341,"user, issue, tool, unable, access, error, need, work, help, system","['search', 'work', 'issue', 'search', 'tool', 'outlook', 'whenever', 'connect', 'net', 'work', 'work']"
please help enable the o365 video service,please help enable video service die angeh ngten video die ich per mail ber office bekommen lassen sich nicht ffnen die videos von let talk kann ich nicht ansehen,ymoeqrsx rbctdsyi,GRP_16,GRP_16,152,0.0,0.6087999939918518,"user, issue, tool, unable, access, error, need, work, help, system","['help', 'enable', 'video', 'service', 'die', 'angeh', 'ngten', 'video', 'die', 'mail', 'let', 'talk']"
ie browser issue ,ie browser issue ie browser issue,jborwynt gidxbfrq,GRP_0,GRP_0,17,0.0,0.9487000107765198,"user, issue, tool, unable, access, error, need, work, help, system","['issue', 'issue']"
engineering_tool :company issue ,engineering tool company issue engineer tool company issue forbid error,cugjzqlf djwbyact,GRP_0,GRP_0,49,0.0,0.8514000177383423,"user, issue, tool, unable, access, error, need, work, help, system","['engineering', 'tool', 'company', 'issue', 'tool', 'company', 'issue', 'forbid', 'error']"
attendance_tool login issue,attendance tool login issue summary problem attendance tool,jchlkard tcaiyjfg,GRP_0,GRP_0,37,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['attendance', 'issue', 'summary', 'problem', 'attendance', 'tool']"
login problem with attendance_tool portal,login problem attendance tool portal dear sir -PRON- face problem login attendance tool portal please help solve issue,jchlkard tcaiyjfg,GRP_0,GRP_0,147,0.0,0.9902999997138977,"user, issue, tool, unable, access, error, need, work, help, system","['problem', 'attendance', 'tool', 'portal', 'pron', 'face', 'problem', 'attendance', 'tool', 'help', 'solve', 'issue']"
network outage: united kingdom(company): united kingdom-company-dmvpn-1811-rtr02 went down at 11:03 pm et on 09/08. backup is up,network outage united kingdom company united kingdom company dmvpn rtr go pm et backup type outage network circuit power please specify type outage top cert site yes na start pm et scheduled maintenance power yes na company power provider power scheduled maintenance network yes na company maint yes provider maint ticket site backup circuit yes na backup circuit active yes yes na site contact notify phone email yes na remote dial na yes na equipment reset na yes na verify site work backup circuit yes yes na vendor ticket global telecom verizon telecom vendor telecom vendor notify gsc na yes na cert start yes na additional diagnostic,mnlazfsr mtqrkhnx,GRP_8,GRP_8,1164,1.0,0.9937999844551086,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['network', 'outage', 'company', 'company', 'go', 'network', 'circuit', 'power', 'specify_type', 'outage_top', 'cert', 'site', 'start', 'power', 'company', 'network', 'company', 'maint', 'provider_maint', 'ticket', 'site', 'backup', 'circuit', 'backup', 'circuit', 'active', 'site', 'contact', 'notify', 'phone', 'email', 'equipment', 'reset', 'verify', 'site', 'work', 'backup', 'circuit', 'vendor', 'ticket', 'telecom', 'vendor', 'cert', 'start']"
job bkwin_search_server_dev_daily failed in job_scheduler at: 09/08/2016 23:22:00  ,job bkwin search server dev daily fail job scheduler backup statistics session queuing time hour complete disk agent fail disk agent abort disk agent disk agent total complete medium agent fail medium agent abort medium agent medium agent total mbytes total mb use medium total disk agent error total job bkwin search server dev daily fail job scheduler,bpctwhsn kzqsbmtp,GRP_8,GRP_8,1141,2.0,0.8080000281333923,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['daily', 'fail', 'job', 'statistic', 'session_queuing', 'time', 'hour', 'fail', 'agent', 'disk_agent', 'total', 'complete', 'fail', 'agent', 'medium_agent', 'use', 'medium', 'total', 'error', 'total', 'daily', 'fail', 'job', 'scheduler']"
copy window 7 at monitor,copy window monitor hi team please fix problem copy window monitor,ujbaemlc ilzhrxjo,GRP_0,GRP_0,106,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['copy', 'window', 'monitor', 'team', 'fix', 'problem', 'copy', 'window', 'monitor']"
job SID_38hotf failed in job_scheduler at: 09/08/2016 22:05:00  ,job sid hotf fail job scheduler major lib drive time pm dev rmt write device error backup statistic session queuing time hour complete disk agent fail disk agent abort disk agent disk agent total complete medium agent fail medium agent abort medium agent medium agent total mbytes total mb use medium total disk agent error total exit status system time second elapse time minute user time second eastern daylight time job sid hotf fail job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,1515,2.0,0.5777999758720398,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'hotf', 'fail', 'job', 'drive', 'time', 'write', 'device', 'error', 'backup', 'statistic', 'session_queuing', 'time', 'hour', 'fail', 'agent', 'disk_agent', 'total', 'complete', 'fail', 'agent', 'medium_agent', 'use', 'medium', 'total', 'error', 'total', 'exit', 'status', 'system', 'time', 'second', 'elapse', 'time', 'minute', 'user', 'time', 'time', 'job', 'hotf', 'fail', 'job', 'scheduler']"
outlook æ‰“å¼€å¯åŠ¨æç¤ºé”™è¯¯ã€‚,outlook outlook,mpjoszqg wurpohmf,GRP_31,GRP_31,35,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
job Job_2555 failed in job_scheduler at: 09/08/2016 22:00:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_8,GRP_8,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
"india , company-ap-ind--pu5-lean-2960s-stack-sw01 went down on 9/8/2016 7:59 pm",india company ap ind pu lean stack sw go pm india company ap ind kirty pu lean stack sw go pm gigabitethernet uplink company ap ind pu lean stack sw company ap ind pu gf access sw company com,mnlazfsr mtqrkhnx,GRP_8,GRP_8,224,1.0,0.616100013256073,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['lean', 'go', 'lean', 'go', 'gigabitethernet', 'uplink', 'company', 'lean', 'company', 'access', 'company', 'com']"
è½¬å‘: finished: start of s&op process,finished start sandop process hello help since territory sale director resign need response review forecast future please help assign approval authorization sandop,lkrfndev kztlojin,GRP_0,GRP_0,241,0.0,0.883400022983551,"user, issue, tool, unable, access, error, need, work, help, system","['finished', 'start', 'sandop', 'process', 'help', 'territory', 'sale', 'director', 'resign', 'response', 'review', 'forecast', 'future', 'help', 'assign', 'approval']"
i have a erp issue. reversed dn 9168001220 for sales order 35934132 when i went to valn2 to complete delivery. i get thi,erp issue reverse dn sale order go valn complete delivery get thi name maghyuigie ghjkzalez language browser microsoft internet explorer customer number telephone summary hi team erp issue reverse dn sale order go valn complete delivery get message value modific counter doc supply chain please help,houcdelq wnypackq,GRP_6,GRP_6,378,0.0,0.9952999949455261,"user, issue, tool, unable, access, error, need, work, help, system","['issue', 'sale', 'order', 'go', 'valn', 'complete', 'delivery', 'name', 'maghyuigie', 'summary', 'hi', 'team', 'issue', 'reverse', 'sale', 'order', 'go', 'valn', 'complete', 'delivery', 'message', 'value', 'modific', 'counter', 'help']"
skype audio not working,skype audio work skype audio work connect user system use teamviewer update audio driver check sound setting restart pc audio work fine issue resolve,eqxakzyi cwfrjitq,GRP_0,GRP_0,205,0.0,0.9930999875068665,"user, issue, tool, unable, access, error, need, work, help, system","['audio', 'connect', 'user', 'system', 'update', 'audio', 'driver', 'check', 'sound', 'set', 'restart', 'pc', 'audio', 'work', 'fine', 'issue', 'resolve']"
